Date,Open,High,Low,Close,Adj Close,Volume,SMA_20,EMA_20,ROC,RSI,MACD,MACD_Signal,BB_Middle,BB_Upper,BB_Lower,STD,ATR,OBV,ADL,L14,H14,%K,%D,CMF,Williams %R,Pivot,Pivot_R1,Pivot_S1
2023-07-17,298.2200012207031,299.8399963378906,296.3699951171875,299.2799987792969,291.39166259765625,809300,264.4121050527679,299.2799987792969,-0.028087677887018304,49.56357522883708,0.0,0.0,264.4121050527679,279.09176230525037,249.73244780028546,7.339828626241213,4.976149093060076,0.0,548086.2451079548,253.12200825583486,275.83401514795537,48.764822959580904,48.81286270457211,0.005513146821611857,-51.235177040419096,298.4966634114583,300.62333170572913,297.153330485026
2023-07-18,298.7099914550781,300.5899963378906,295.92999267578125,298.260009765625,290.3985595703125,544200,264.4121050527679,299.18285696847096,-0.34081429358200355,49.56357522883708,-0.0813666449653283,-0.01627332899306566,264.4121050527679,279.09176230525037,249.73244780028546,7.339828626241213,4.976149093060076,-544200.0,548089.8089819815,253.12200825583486,275.83401514795537,48.764822959580904,48.81286270457211,0.005513146821611857,-51.235177040419096,298.25999959309894,300.59000651041663,295.93000284830725
2023-07-19,297.739990234375,300.1199951171875,296.44000244140625,298.5899963378906,290.7198486328125,675600,264.4121050527679,299.1263940512728,0.11063721634185786,49.56357522883708,-0.11786447049854587,-0.036591557294161706,264.4121050527679,279.09176230525037,249.73244780028546,7.339828626241213,4.976149093060076,131400.0,661913.0521445377,253.12200825583486,275.83401514795537,48.764822959580904,48.81286270457211,0.005513146821611857,-51.235177040419096,298.3833312988281,300.32666015625,296.64666748046875
2023-07-20,300.30999755859375,301.8599853515625,298.04998779296875,301.3399963378906,293.3973693847656,752700,264.4121050527679,299.337213316665,0.9209953560828765,49.56357522883708,0.07425677126889241,-0.014421891581550883,264.4121050527679,279.09176230525037,249.73244780028546,7.339828626241213,4.976149093060076,884100.0,1209155.8440641826,253.12200825583486,275.83401514795537,48.764822959580904,48.81286270457211,0.005513146821611857,-51.235177040419096,300.4166564941406,302.7833251953125,298.97332763671875
2023-07-21,300.7300109863281,303.2099914550781,300.1300048828125,302.739990234375,294.7604675292969,667900,264.4121050527679,299.66128730882787,0.4645894715265664,49.56357522883708,0.33561330546416457,0.05558514782759222,264.4121050527679,279.09176230525037,249.73244780028546,7.339828626241213,4.976149093060076,1552000.0,1673214.8155776828,253.12200825583486,275.83401514795537,48.764822959580904,48.81286270457211,0.005513146821611857,-51.235177040419096,302.0266621907552,303.9233194986979,300.84333292643225
2023-07-24,303.2699890136719,304.1000061035156,299.9200134277344,302.1000061035156,294.1373291015625,653600,264.4121050527679,299.89354624165526,-0.21139728859868034,49.56357522883708,0.4855023026657932,0.14156857879523244,264.4121050527679,279.09176230525037,249.73244780028546,7.339828626241213,4.976149093060076,898400.0,1701359.1741963585,253.12200825583486,275.83401514795537,48.764822959580904,48.81286270457211,0.005513146821611857,-51.235177040419096,302.0400085449219,304.1600036621094,299.9800109863281
2023-07-25,303.5,306.5899963378906,302.239990234375,305.8500061035156,297.78851318359375,739800,264.4121050527679,300.460828133261,1.2413107991514183,49.56357522883708,0.8965492115540883,0.29256470534700363,264.4121050527679,279.09176230525037,249.73244780028546,7.339828626241213,4.976149093060076,1638200.0,2189460.780050113,253.12200825583486,275.83401514795537,48.764822959580904,48.81286270457211,0.005513146821611857,-51.235177040419096,304.89333089192706,307.54667154947913,303.1966654459635
2023-07-26,303.54998779296875,305.3399963378906,301.4700012207031,303.010009765625,295.0233459472656,1109100,264.4121050527679,300.7036073363433,-0.9285585356272441,49.56357522883708,0.9818250110899953,0.430416766495602,264.4121050527679,279.09176230525037,249.73244780028546,7.339828626241213,4.976149093060076,529100.0,1963061.3651682404,253.12200825583486,275.83401514795537,48.764822959580904,48.81286270457211,0.005513146821611857,-51.235177040419096,303.27333577473956,305.076670328776,301.2066752115885
2023-07-27,303.0,304.8800048828125,302.0,302.8900146484375,294.90655517578125,994100,264.4121050527679,300.9118366041618,-0.039601040665393494,49.56357522883708,1.0278753858671053,0.5499084903699027,264.4121050527679,279.09176230525037,249.73244780028546,7.339828626241213,4.976149093060076,-465000.0,1583379.4637568048,253.12200825583486,275.83401514795537,48.764822959580904,48.81286270457211,0.005513146821611857,-51.235177040419096,303.2566731770833,304.51334635416663,301.63334147135413
2023-07-28,304.9599914550781,304.9599914550781,302.5899963378906,303.42999267578125,295.4322814941406,560300,264.4121050527679,301.15166099193505,0.17827528186113994,49.56357522883708,1.0953162299863948,0.6589900382932012,264.4121050527679,279.09176230525037,249.73244780028546,7.339828626241213,4.976149093060076,95300.0,1420253.2340375157,253.12200825583486,275.83401514795537,48.764822959580904,48.81286270457211,0.005513146821611857,-51.235177040419096,303.6599934895833,304.729990641276,302.3599955240885
2023-07-31,303.0,305.7300109863281,302.6099853515625,305.3299865722656,297.2821960449219,1146600,264.4121050527679,301.54959676149036,0.6261720800008419,49.56357522883708,1.2872387266086776,0.7846397759562965,264.4121050527679,279.09176230525037,249.73244780028546,7.339828626241213,4.976149093060076,1241900.0,2272837.7054128493,253.12200825583486,275.83401514795537,48.764822959580904,48.81286270457211,0.005513146821611857,-51.235177040419096,304.55666097005206,306.50333658854163,303.383310953776
2023-08-01,303.69000244140625,305.8299865722656,302.20001220703125,302.4100036621094,294.4391784667969,886900,264.4121050527679,301.63154027583505,-0.9563367630336383,49.56357522883708,1.1900028581765127,0.8657123924003398,264.4121050527679,279.09176230525037,249.73244780028546,7.339828626241213,4.976149093060076,355000.0,1488550.783506454,253.12200825583486,275.83401514795537,48.764822959580904,48.81286270457211,0.005513146821611857,-51.235177040419096,303.48000081380206,304.7599894205729,301.1300150553385
2023-08-02,300.1099853515625,302.8900146484375,298.6499938964844,299.32000732421875,291.4306335449219,992400,264.4121050527679,301.411394280443,-1.0217903840718079,49.56357522883708,0.853764189479989,0.8633227518162697,264.4121050527679,279.09176230525037,249.73244780028546,7.339828626241213,4.976149093060076,-637400.0,809791.3832027193,253.12200825583486,275.83401514795537,48.764822959580904,48.81286270457211,0.005513146821611857,-51.235177040419096,300.2866719563802,301.923350016276,297.6833292643229
2023-08-03,290.0,293.1600036621094,281.29998779296875,281.82000732421875,274.39190673828125,2357700,264.4121050527679,299.5455479036598,-5.846585450949915,27.499950841398615,-0.8154115673560796,0.5275758879817999,264.4121050527679,279.09176230525037,249.73244780028546,7.339828626241213,4.976149093060076,-2995100.0,-1341155.0909410014,281.29998779296875,306.5899963378906,2.0562252097554854,48.81286270457211,0.005513146821611857,-97.94377479024452,285.4266662597656,289.5533447265625,277.6933288574219
2023-08-04,285.7699890136719,291.1300048828125,283.79998779296875,284.42999267578125,276.9330749511719,1263000,264.4121050527679,298.10597121529037,0.9261178354025956,32.06948977794548,-1.9056739520191854,0.040925919981602776,264.4121050527679,279.09176230525037,249.73244780028546,7.339828626241213,5.132143293108259,-1732100.0,-2387048.866701857,281.29998779296875,306.5899963378906,12.376448498436714,48.81286270457211,0.005513146821611857,-87.62355150156328,286.4533284505208,289.1066691080729,281.77665201822913
